HashFunction,HashOwner,HashApp,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
37b5b44a20f118f26bafcfe8905236218dbb23c4c0dea3988b0122966dcdc2ef,9600d8ea0d18856a6f1fa5672306ef55afac8b5e32e956579ab0f1a8c347bf4b,b58fc0a0f39c45c5f49fbb0239646598f5ebf2514eb4adc08c2ae02d362c22bf,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
d0cab6ea2288c490d7bf08607e3788ffd565dd842b54c20e07185ab2027b1f37,ce37393cbcb17df1f63cad0fcaab6031cf31d62f3ecb465f251844e742982c7b,c99a45b81073f54424a9dfcb19dc41ed621e986fecbd6d176167e001ddba4029,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
3087576c57aaf083cab78f15461f8efce6607c2facd3e54f425072a3b2506708,e333879ea4145125a9e4fd3e202af49410d8fe81983d637eefbc8d0b8d722171,858120e91da58c267679183c8c2b0b65b54839a36318304f594109485da05d73,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
9ae854de13d40bb9082cfcc9cf9d5832431b5a532ec3d6f56a7705efaa58e8d9,fca2310ccf911080b19d6e90e80e63e4afdecb3ead06a09bbb3832558ec368f3,f3676eb37576dc5aeaacce9267aa0fc4360ec1e437cf2404a638c57dee55d89a,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
e85a8260e660d9b5c19360f58d9c6fa99f95d13f9ea82e43ef1017b20fae1699,c91e30a843dfce0beadf2b658d0dee6f346b8c7d97eeb01b15a710e16dca41d9,07457ad647bcb99507cd7e558946aaba4579a8054421e0623f6872a9e32182e5,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
5c598d0743ce77f43d6924465a037e230c59102c6e3764bc08b928fec26d4bcb,4a8c839c302c9e4c597dfa52c8ef8db10d082dda343c7792e9b24b3649c029bd,f0e069c2ee97e2e26804686df4dae2e58ffaf5050ca4c84cd55fadeae95429d5,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
fcb999e4b9d8f5487e87f9642cab2bc35adbb0337a949e04ad4e5fd04990c836,6857b3653e75a92d29ceea0bd26abb377c952a363020db543c55e3f6918bc642,6df4bbbf38a053100674eb808a664849de801de09e2bdecef9e84c290a45f56d,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
2a2de38db4cc19a5fce3ea9ce392ba985fd9dce865a7d439c7bfa503f9b9bb90,1e5f2b93256d76bafd67be173abf7aad87a405927a7bdfedd05c17b95e3375a8,835a41a01d9790393487097b456e1efc14f1af9f0dc51272728beaab4503a07e,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
d7a58e235b0a96b212a91575aee078f5c235a8598c6510710b7a7018904077b9,0ea8be71eb59c76830101f59f49cb887fde3c77df381cc854e935f29941ea160,90c86e428ac1bf2dfc3417cb9b6be7fbdcf793f2d2abef984fcb107b3379d923,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
7472df890869186c3a8d1359f2645c8a7567db39a68bc6094bf40e7384207e3f,02efd0a1e4add95efc825c128f60380d488aebaa5655ee2ff5ca81dfbc5f4362,a9ac29f04a93596106f581a6c6eaeedc2e0dc8514c10c7a94085db9e63a8eb98,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
d510ee451b72401d226dd6c823be29eb106d9b52a989301c08ada5b3ad5413d8,a503a70be4b0a3c60eefb64e763be527e5bc812db830b1c165aa73fb29be551e,064a08f4586a62b539042e08348c6ab5d316b51fa5cdc63710490b1e3772c99a,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
6d433637d1e5ecf2f34a2de840f21d717b95977a3f8f729870963c4c55586875,240e2630b11a2a92f624ad8976bc3b8a151a735f62c25df0e9ef6db26ac614aa,4df5177115942bdb51acdc5a5c13067d597f05c2cb170ec49753782c8480c3ad,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
e35629fabae6d891a7f1a786d57d22c1ff0600937fc97e3af925534111442682,ae7415608b4e2d6b812ea42fcd2ec6c0b5893eaa591dee7bd3de82951c134fc7,30790f1060fa3c6f174954d88639eff038a34ea3fd9dbe7cbcc60d13e3959b9b,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
3bce912b4f5979abe966a99daca191d3ca5718da7d19abec72de557768eb10ac,5757ba549b0eadcf6dc05c425c2d36c77a949fa4ac60da932247a33faff82939,f9fa0095f2d705174761ff5a4f7a817319505bd844e33dc661a25ad87a257fa1,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
58a1dfab98a678d46760208cda5c6417ef8d5edd7b2d0be4db2bc4a19e60cfdc,e222ea5d40e7765602ba3597bce64f4ca88e7c03ec426542e9e483d4ca5f961f,46715e33862636b53876c8c8c5d49d848c594e85bf2993ae676c3b240939bcc1,19342.0,120.0,100.0,102.0,114.0,123.0,127.0,136.0,143.0,152.0
